content_comment,decoded_content_comment
"sản phẩm dùng rất thích, kết cấu thoáng nhẹ, không bóng mặt, kiềm dầu tương đối (da mình là hh dầu). khi mới apply có hương phấn hoa mình không thích tí, nhưng bay nhanh nên cũng ổn. lúc nhận hàng còn được tặng kèm kèm lotion của hada labo nữa dù chưa thấy trên app í, chắc đang trong thời gian khuyến mãi. sẽ mua tiếp khi hết.","sản phẩm dùng rất thích, kết cấu thoáng nhẹ, không bóng mặt, kiềm dầu tương đối (da mình là hỗn hợp dầu). khi mới apply có hương phấn hoa mình không thích tí, nhưng bay nhanh nên cũng ổn. lúc nhận hàng còn được tặng kèm kèm lotion của hada labo nữa dù chưa thấy trên app í, chắc đang trong thời gian khuyến mãi. sẽ mua tiếp khi hết."
mình da dầu nhưng vẫn dùng okieee lắm. vì thích cảm giác chloe một tí trên mặt,mình da dầu nhưng vẫn dùng okieee lắm. vì thích cảm giác chloe một tí trên mặt
dạng sữa thấm nhanh. ko vón cục giá rẻ chất lượng quá tốt khả năng chống nắng fai test lâu dài mới bít đc,dạng sữa thấm nhanh. không vón cục giá rẻ chất lượng quá tốt khả năng chống nắng fai test lâu dài mới bít được
"kem chống nắng thấm nhanh, không mùi, để lại lớp finish mịn đẹp, k dầu bóng, nâng tông nhẹ nhàng. mình thuộc loại da thường, sử dụng sản phẩm này rất thích","kem chống nắng thấm nhanh, không mùi, để lại lớp finish mịn đẹp, không dầu bóng, nâng tông nhẹ nhàng. mình thuộc loại da thường, sử dụng sản phẩm này rất thích"
đặt hàng cái giao liền,đặt hàng cái giao liền
"mua lần 2, lần nào cũng hài lòng về tốc độ giao hàng, anh giao hàng dễ thương nhỏ nhẹ dù mình để ảnh gọi nhỡ mấy lần. chất lượng kcn này tốt và vô cùng thích khi thoa lên da, để lại 1 lớp finish hoàn hảo và tự nhiên. rất đáng mua nhé! thanks đội ngũ hasaki","mua lần 2, lần nào cũng hài lòng về tốc độ giao hàng, anh giao hàng dễ thương nhỏ nhẹ dù mình để ảnh gọi nhỡ mấy lần. chất lượng kem chống nắng này tốt và vô cùng thích khi thoa lên da, để lại 1 lớp finish hoàn hảo và tự nhiên. rất đáng mua nhé! thanks đội ngũ hasaki"
kcn tốt shop than thiện giao hàng nhanh,kem chống nắng tốt shop than thiện giao hàng nhanh
ok cực thoa xong cảm giác da mịn ẩm mà da cũng sáng hơn nữa. kiềm dầu khá tốt và khi bị dây vào mắt thì hơi cay mắt đấy ạ. điểm mình thích nhất ở e này là không hề gây bết dính thấm nhanh và k để lại vệt trắng . k hề lộ nha mọi ng. điểm trừ là dung tính của n khá ít á,ok cực thoa xong cảm giác da mịn ẩm mà da cũng sáng hơn nữa. kiềm dầu khá tốt và khi bị dây vào mắt thì hơi cay mắt đấy ạ. điểm mình thích nhất ở e này là không hề gây bết dính thấm nhanh và không để lại vệt trắng . không hề lộ nha mọi ng. điểm trừ là dung tính của n khá ít á
sd 2-3 chai rồi... ưng ý . không có chê bài gì với dòng này... kiềm dầu ổn ... không bết. ai nghèo thì có thể tham khảo ạ...,sử dụng 2-3 chai rồi... ưng ý . không có chê bài gì với dòng này... kiềm dầu ổn ... không bết. ai nghèo thì có thể tham khảo ạ...
"sp dạng sữa. dễ tán, mau khô, không gây nhờn rít khi sp . kiềm dầu tốt phù hợp với da dầu và hỗn hợp thiên dầu.","sản phẩm dạng sữa. dễ tán, mau khô, không gây nhờn rít khi sản phẩm . kiềm dầu tốt phù hợp với da dầu và hỗn hợp thiên dầu."
"mình không mê, lớp finish và hiệu quả kiềm dầu đúng là rất đỉnh nhưng chất lỏng mới bôi nhớt, bí da, chống nắng không cao bù lại giá thành rẻ, không bị kích ứng, ngứa rát trên bề mặt da ai da dầu, khoẻ dùng vẫn rất ok la nhé","mình không mê, lớp finish và hiệu quả kiềm dầu đúng là rất đỉnh nhưng chất lỏng mới bôi nhớt, bí da, chống nắng không cao bù lại giá thành rẻ, không bị kích ứng, ngứa rát trên bề mặt da ai da dầu, khoẻ dùng vẫn rất ok la nhé"
"chống nắng, kiềm dầu tốt","chống nắng, kiềm dầu tốt"
"kiềm dầu tốt, nâng tông nhẹ, nma cay mắt lắm luôn í","kiềm dầu tốt, nâng tông nhẹ, nhưng cay mắt lắm luôn í"
"lúc nào cũng cháy hàng là hiểu sản phẩm tốt ntn , da dầu mụn duyệt nhaaaa","lúc nào cũng cháy hàng là hiểu sản phẩm tốt ntn , da dầu mụn duyệt nhaaaa"
em này phải nói là đỉnh của chóp. chất lỏng như sữa xài rất êm. khả năng kiềm kháng nước cực tốt. nhớ có lần quên bôi kcn tầm nửa ngày là mặt thành nguyên chảo dầu. từ đó là kết luôn em kcn này làm chân ái của tui luôn. kiềm dầu từ sáng đến tối luôn á k điêu đâu. thoa lên ban đầu hơi bóng bóng nhưng tầm 3~5p sau là da bắt đầu set lại lớp mịn màng. chất mỏng k bí đâu k lên mụn luôn. ai phân vân thì mạnh dạn mua liền k hối hận đâu ❤,em này phải nói là đỉnh của chóp. chất lỏng như sữa xài rất êm. khả năng kiềm kháng nước cực tốt. nhớ có lần quên bôi kem chống nắng tầm nửa ngày là mặt thành nguyên chảo dầu. từ đó là kết luôn em kem chống nắng này làm chân ái của tui luôn. kiềm dầu từ sáng đến tối luôn á không điêu đâu. thoa lên ban đầu hơi bóng bóng nhưng tầm 3~5p sau là da bắt đầu set lại lớp mịn màng. chất mỏng không bí đâu không lên mụn luôn. ai phân vân thì mạnh dạn mua liền không hối hận đâu ❤
da dầu dễ nổi mụn sài rất tốt thắm nhanh láng mịn như phấn,da dầu dễ nổi mụn xài rất tốt thắm nhanh láng mịn như phấn
"thích em này nhất vì bôi như không bôi , tuy dạng sữa nhưng lên mặt kiểu như tan ra như bôi nước lên luôn nên ko bị trắng hay vón cục gì cả . 10 điểm","thích em này nhất vì bôi như không bôi , tuy dạng sữa nhưng lên mặt kiểu như tan ra như bôi nước lên luôn nên không bị trắng hay vón cục gì cả . 10 điểm"
có size 55g k ạ,có size 55g không ạ
thấm rất nhanh kh bết dính có cảm giác mịn,thấm rất nhanh kh bết dính có cảm giác mịn
"hàng chính hãng đúng như trong hình sản phẩm, rất tốt, cho 5 sao và tiếp tục ủng hộ shop lâu dài","hàng chính hãng đúng như trong hình sản phẩm, rất tốt, cho 5 sao và tiếp tục ủng hộ shop lâu dài"
"mình dùng nhiều lắm rồi, k nhớ là chai thứ bao nhiêu luôn, dùng thích, kiềm dầu, k bết, k vón, giá cả phải chăng nữa","mình dùng nhiều lắm rồi, không nhớ là chai thứ bao nhiêu luôn, dùng thích, kiềm dầu, không bết, không vón, giá cả phải chăng nữa"
"xin hãng đừng bao giờ ngừng sản xuất em này vì quá là đỉnh luôn, mỏng nhẹ kiềm dầu mà còn dưỡng ẩm nữa, bôi lên nhẹ tênh như ko luôn","xin hãng đừng bao giờ ngừng sản xuất em này vì quá là đỉnh luôn, mỏng nhẹ kiềm dầu mà còn dưỡng ẩm nữa, bôi lên nhẹ tênh như không luôn"
"giá rẻ, mình sd 1 tuần là quen mình thấy da mụn sài cũng được, không sao, finish phải gọi là đỉnh nhe:3 mướt mượt dữ lắm luon, nâng tone nhẹ 9/10","giá rẻ, mình sử dụng 1 tuần là quen mình thấy da mụn xài cũng được, không sao, finish phải gọi là đỉnh nhe:3 mướt mượt dữ lắm luon, nâng tone nhẹ 9/10"
"không vón, cấp ẩm tốt, kiềm dầu. tuy nhiên chống nước không tốt nên mọi người lưu ý","không vón, cấp ẩm tốt, kiềm dầu. tuy nhiên chống nước không tốt nên mọi người lưu ý"
"kem chống nắng kiềm dầu ổn, khi bôi cảm giác có phấn, chất bay bay, năng tone nhẹ nhàng. khi bôi xong hơi bóng da chút xíu, sau 5p là hết, da khô thoáng hẳn. sẽ mua tiếp","kem chống nắng kiềm dầu ổn, khi bôi cảm giác có phấn, chất bay bay, năng tone nhẹ nhàng. khi bôi xong hơi bóng da chút xíu, sau 5p là hết, da khô thoáng hẳn. sẽ mua tiếp"
"bạn nào có da dầu mụn,treat nhẹ, thích khô thoáng,mỏng nhẹ thì cứ em kcn này mà quất. texture dạng sữa lỏng, lên da thấm nhanh, nhẹ mặt, kiềm dầu tốt, có điều dùng hơi hao nha","bạn nào có da dầu mụn,treat nhẹ, thích khô thoáng,mỏng nhẹ thì cứ em kem chống nắng này mà quất. texture dạng sữa lỏng, lên da thấm nhanh, nhẹ mặt, kiềm dầu tốt, có điều dùng hơi hao nha"
"giao hàng hơi lâu sp chính hãng sd rất ok luôn á nha chất lỏng nhẹ ,thấm nhanh ,kiềm dầu ổn lắm nè rẩt recommended cho mấy bạn da dầu mà muốn tìm một e chống nắng hssv nha","giao hàng hơi lâu sản phẩm chính hãng sử dụng rất ok luôn á nha chất lỏng nhẹ ,thấm nhanh ,kiềm dầu ổn lắm nè rẩt recommended cho mấy bạn da dầu mà muốn tìm một e chống nắng hssv nha"
"ngày hôm qua mình mang theo em này để đi viếng mười cảnh chùa , đeo khẩu trang + đi nắng và khi tháo khẩu trang ra thì vùng mũi và cằm bị mồ hôi làm trôi hết kem đi và để lại vệt trắng cho nên em này không chống nước hay mồ hôi nhiều đâu nha mọi người","ngày hôm qua mình mang theo em này để đi viếng mười cảnh chùa , đeo khẩu trang + đi nắng và khi tháo khẩu trang ra thì vùng mũi và cằm bị mồ hôi làm trôi hết kem đi và để lại vệt trắng cho nên em này không chống nước hay mồ hôi nhiều đâu nha mọi người"
"sản phẩm chống nắng tốt, bền với nước nhưng không chống nước nha mọi người, làm da mịn và sáng lên nhẹ nhàng, không bết rít vón cục. mình hỗn hợp thiên khô nên đi học xài em này khỏi lo về dầu ở vùng chữ t luôn. kết cấu lỏng dễ tán và thấm. tẩy trang sau khi dùng mọi người nhé","sản phẩm chống nắng tốt, bền với nước nhưng không chống nước nha mọi người, làm da mịn và sáng lên nhẹ nhàng, không bết rít vón cục. mình hỗn hợp thiên khô nên đi học xài em này khỏi lo về dầu ở vùng chữ t luôn. kết cấu lỏng dễ tán và thấm. tẩy trang sau khi dùng mọi người nhé"
"ko cay mắt, nhanh tệp vào da, ko nâng tông. ngon bổ rẻ. ko hợp da treatment","không cay mắt, nhanh tệp vào da, không nâng tông. ngon bổ rẻ. không hợp da treatment"
"kem chống nắng dạng nước, có màu trắng sữa, hơi lỏng, đổ ra tay nếu k thoa lên da nhanh thì sẽ bị chảy không nâng tone, ngửi sát thì thấy hơi có mùi cồn, thấm nhanh không kích ứng (mình da hh thiên dầu, nhạy cảm)","kem chống nắng dạng nước, có màu trắng sữa, hơi lỏng, đổ ra tay nếu không thoa lên da nhanh thì sẽ bị chảy không nâng tone, ngửi sát thì thấy hơi có mùi cồn, thấm nhanh không kích ứng (mình da hỗn hợp thiên dầu, nhạy cảm)"
lên da nhe tênh chất lương,lên da nhe tênh chất lương
kcn chân ái luôn á siêu kiềm dầu siêu mướt. ai ít đi ngoài trời thì em này phải gọi là perfect. mà size 55g nhanh hết hàng quài luôn phải canh mua mãi mới được hic ❤,kem chống nắng chân ái luôn á siêu kiềm dầu siêu mướt. ai ít đi ngoài trời thì em này phải gọi là perfect. mà size 55g nhanh hết hàng quài luôn phải canh mua mãi mới được hic ❤
"khi bôi ko bị vón, và có cấp ẩm và kiềm dầu tốt nha. bôi ko vón là mình thích rồiiii","khi bôi không bị vón, và có cấp ẩm và kiềm dầu tốt nha. bôi không vón là mình thích rồiiii"
cuối cung đã tìm ra chân ái ahiiiii.5sao cho shop ạ,cuối cung đã tìm ra chân ái ahiiiii.5sao cho shop ạ
giao hàng nhah cực kì luôn..,giao hàng nhah cực kì luôn..
"giao nhanh, hsd xa, có quà tặng kèm","giao nhanh, hạn sử dụng xa, có quà tặng kèm"
"sản phẩm tốt , anh shipper sung giao nhanh nữa 15p là có","sản phẩm tốt , anh shipper sung giao nhanh nữa 15p là có"
"mình đã nhận được hàng và test thử kem chống nắng. phải nói là khá ưng kem chống nắng này, bôi lên cảm giác nhẹ mặt nhanh tan, thẩm thấu vô dạ. còn được tặng kèm chai lotion mini dùng thử của hada labo nữa.","mình đã nhận được hàng và test thử kem chống nắng. phải nói là khá ưng kem chống nắng này, bôi lên cảm giác nhẹ mặt nhanh tan, thẩm thấu vô dạ. còn được tặng kèm chai lotion mini dùng thử của hada labo nữa."
"tròi ơi kiểu bị va vào ấy mỏng nhẹ thấm nhanh ko bóng dính ko tạo vệt trắng khi ra mồ hôi kiềm đầu oke, theo mình thì cứ skin aqua với la roche posay vạch xanh mà dùng là oke nhất","tròi ơi kiểu bị va vào ấy mỏng nhẹ thấm nhanh không bóng dính không tạo vệt trắng khi ra mồ hôi kiềm đầu oke, theo mình thì cứ skin aqua với la roche posay vạch xanh mà dùng là oke nhất"
"lúc trươc mình ko đánh giá cao sp này vì nghĩ nó rẻ tiền hơn dòng skin aqua theo sắc da. giờ biết nó giá xao hơn. dù sx tại việt nam, giá rẻ nhưng dùng khá ok.","lúc trươc mình không đánh giá cao sản phẩm này vì nghĩ nó rẻ tiền hơn dòng skin aqua theo sắc da. giờ biết nó giá xao hơn. dù sản xuất tại việt nam, giá rẻ nhưng dùng khá ok."
"rất rất ưng em này luôn,da dầu rất nhiều,bôi lên đến 5 tiếng mới ra tí dầu thôi","rất rất ưng em này luôn,da dầu rất nhiều,bôi lên đến 5 tiếng mới ra tí dầu thôi"
sữa chống nắng lỏng dễ tán kiềm dầu chống nước nhanh hết nay mik dùng treatment r loại này ko đủ đô,sữa chống nắng lỏng dễ tán kiềm dầu chống nước nhanh hết nay mik dùng treatment r loại này không đủ đô
"dùng ok, kiềm dầu tầm 3h và không nâng tông, khô thoáng khá nhanh, không bết dính hay vón gì dù mình không dưỡng gì trước","dùng ok, kiềm dầu tầm 3h và không nâng tông, khô thoáng khá nhanh, không bết dính hay vón gì dù mình không dưỡng gì trước"
